#TIMEEVERY,INSIDE_KITASENJU,18:00:00,18:00:00,60,60,30000,LANE,EXIT
TIMEEVERY,START_LINK1,18:00:00,18:00:00,60,1,20,DENSITY,DOOR1-1-1
TIMEEVERY,START_LINK1,18:00:20,18:00:20,60,1,20,DENSITY,DOOR1-1-2
TIMEEVERY,START_LINK1,18:00:40,18:00:40,60,1,20,DENSITY,DOOR1-1-3
TIMEEVERY,START_LINK1,18:01:00,18:01:00,60,1,20,DENSITY,DOOR1-2-1
TIMEEVERY,START_LINK1,18:01:20,18:01:20,60,1,20,DENSITY,DOOR1-2-2
TIMEEVERY,START_LINK1,18:01:40,18:01:40,60,1,20,DENSITY,DOOR1-2-3
TIMEEVERY,START_LINK1,18:02:00,18:02:00,60,1,20,DENSITY,DOOR1-3-1
TIMEEVERY,START_LINK1,18:02:20,18:02:20,60,1,20,DENSITY,DOOR1-3-2
TIMEEVERY,START_LINK1,18:02:40,18:02:40,60,1,20,DENSITY,DOOR1-3-3
TIMEEVERY,START_LINK1,18:03:00,18:03:00,60,1,20,DENSITY,DOOR1-4-1
TIMEEVERY,START_LINK1,18:03:20,18:03:20,60,1,20,DENSITY,DOOR1-4-2
TIMEEVERY,START_LINK1,18:03:40,18:03:40,60,1,20,DENSITY,DOOR1-4-3
TIMEEVERY,START_LINK1,18:04:00,18:04:00,60,1,20,DENSITY,DOOR1-5-1
TIMEEVERY,START_LINK1,18:04:20,18:04:20,60,1,20,DENSITY,DOOR1-5-2
TIMEEVERY,START_LINK1,18:04:40,18:04:40,60,1,20,DENSITY,DOOR1-5-3
TIMEEVERY,START_LINK1,18:05:00,18:05:00,60,1,20,DENSITY,DOOR1-6-1
TIMEEVERY,START_LINK1,18:05:20,18:05:20,60,1,20,DENSITY,DOOR1-6-2
TIMEEVERY,START_LINK1,18:05:40,18:05:40,60,1,20,DENSITY,DOOR1-6-3
TIMEEVERY,START_LINK1,18:06:00,18:06:00,60,1,20,DENSITY,DOOR1-7-1
TIMEEVERY,START_LINK1,18:06:20,18:06:20,60,1,20,DENSITY,DOOR1-7-2
TIMEEVERY,START_LINK1,18:06:40,18:06:40,60,1,20,DENSITY,DOOR1-7-3
TIMEEVERY,START_LINK1,18:07:00,18:07:00,60,1,20,DENSITY,DOOR1-8-1
TIMEEVERY,START_LINK1,18:07:20,18:07:20,60,1,20,DENSITY,DOOR1-8-2
TIMEEVERY,START_LINK1,18:07:40,18:07:40,60,1,20,DENSITY,DOOR1-8-3
